"ADM2_PC","ADM2_ES","ADM1_PC","ADM1_ES","ADM0_PC","ADM0_ES","college","clinic","university","school","hospital"
"CO27800","Unguia","CO27","Choco","CO","Colombia",NA,NA,NA,7,1
"CO41006","Acevedo","CO41","Huila","CO","Colombia",NA,NA,NA,3,NA
"CO41020","Algeciras","CO41","Huila","CO","Colombia",NA,NA,NA,2,1
"CO41078","Baraya","CO41","Huila","CO","Colombia",NA,NA,NA,9,1
"CO41206","Colombia","CO41","Huila","CO","Colombia",NA,NA,NA,2,NA
"CO41244","Elias","CO41","Huila","CO","Colombia",NA,NA,NA,1,1
"CO41319","Guadalupe","CO41","Huila","CO","Colombia",NA,NA,NA,4,1
"CO41357","Iquira","CO41","Huila","CO","Colombia",NA,NA,NA,13,NA
"CO41359","Isnos","CO41","Huila","CO","Colombia",NA,NA,NA,20,1
"CO41483","Nataga","CO41","Huila","CO","Colombia",NA,NA,NA,16,NA
"CO41503","Oporapa","CO41","Huila","CO","Colombia",NA,NA,NA,5,NA
"CO41524","Palermo","CO41","Huila","CO","Colombia",NA,NA,NA,2,1
"CO41548","Pital","CO41","Huila","CO","Colombia",NA,NA,NA,15,1
"CO41660","Saladoblanco","CO41","Huila","CO","Colombia",NA,NA,NA,13,NA
"CO41676","Santa Maria","CO41","Huila","CO","Colombia",NA,NA,NA,27,NA
"CO41770","Suaza","CO41","Huila","CO","Colombia",NA,NA,NA,4,NA
"CO41791","Tarqui","CO41","Huila","CO","Colombia",NA,NA,NA,7,1
"CO41799","Tello","CO41","Huila","CO","Colombia",NA,NA,NA,1,1
"CO41801","Teruel","CO41","Huila","CO","Colombia",NA,NA,NA,10,NA
"CO41807","Timana","CO41","Huila","CO","Colombia",NA,NA,NA,9,1
"CO41872","Villavieja","CO41","Huila","CO","Colombia",NA,NA,NA,1,1
"CO41885","Yaguara","CO41","Huila","CO","Colombia",NA,NA,NA,1,NA
"CO44035","Albania","CO44","La Guajira","CO","Colombia",NA,NA,NA,1,NA
"CO44098","Distraccion","CO44","La Guajira","CO","Colombia",NA,NA,NA,12,NA
"CO44110","El Molino","CO44","La Guajira","CO","Colombia",NA,NA,NA,5,1
"CO44279","Fonseca","CO44","La Guajira","CO","Colombia",NA,NA,NA,30,1
"CO44378","Hatonuevo","CO44","La Guajira","CO","Colombia",NA,NA,NA,13,NA
"CO44420","La Jagua del Pilar","CO44","La Guajira","CO","Colombia",NA,NA,NA,2,NA
"CO44650","San Juan del Cesar","CO44","La Guajira","CO","Colombia",NA,NA,NA,35,2
"CO44855","Urumita","CO44","La Guajira","CO","Colombia",NA,NA,NA,9,1
"CO44874","Villanueva","CO44","La Guajira","CO","Colombia",NA,NA,NA,15,NA
"CO47053","Aracataca","CO47","Magdalena","CO","Colombia",NA,NA,NA,1,2
"CO47205","Concordia","CO47","Magdalena","CO","Colombia",NA,NA,NA,3,1
"CO47245","El Banco","CO47","Magdalena","CO","Colombia",NA,NA,NA,10,3
"CO47288","Fundacion","CO47","Magdalena","CO","Colombia",NA,NA,NA,2,4
"CO47460","Nueva Granada","CO47","Magdalena","CO","Colombia",NA,NA,NA,1,NA
"CO47570","Puebloviejo","CO47","Magdalena","CO","Colombia",NA,NA,NA,1,1
"CO47692","San Sebastian de Buenavista","CO47","Magdalena","CO","Colombia",NA,NA,NA,2,NA
"CO47745","Sitionuevo","CO47","Magdalena","CO","Colombia",NA,NA,NA,2,NA
"CO47798","Tenerife","CO47","Magdalena","CO","Colombia",NA,NA,NA,1,NA
"CO50110","Barranca de Upia","CO50","Meta","CO","Colombia",NA,NA,NA,1,1
"CO50223","Cubarral","CO50","Meta","CO","Colombia",NA,NA,NA,1,1
"CO50245","El Calvario","CO50","Meta","CO","Colombia",NA,NA,NA,2,NA
"CO50270","El Dorado","CO50","Meta","CO","Colombia",NA,NA,NA,3,1
"CO50287","Fuente de Oro","CO50","Meta","CO","Colombia",NA,NA,NA,6,NA
"CO50318","Guamal","CO50","Meta","CO","Colombia",NA,NA,NA,9,NA
"CO50400","Lejanias","CO50","Meta","CO","Colombia",NA,NA,NA,3,1
"CO50450","Puerto Concordia","CO50","Meta","CO","Colombia",NA,NA,NA,5,NA
"CO50573","Puerto Lopez","CO50","Meta","CO","Colombia",NA,NA,NA,11,1
"CO50680","San Carlos de Guaroa","CO50","Meta","CO","Colombia",NA,NA,NA,3,1
"CO50683","San Juan de Arama","CO50","Meta","CO","Colombia",NA,NA,NA,3,1
"CO50686","San Juanito","CO50","Meta","CO","Colombia",NA,NA,NA,4,1
"CO52019","Alban","CO52","Narino","CO","Colombia",NA,NA,NA,11,NA
"CO52083","Belen","CO52","Narino","CO","Colombia",NA,NA,NA,2,NA
"CO52110","Buesaco","CO52","Narino","CO","Colombia",NA,NA,NA,25,1
"CO52203","Colon","CO52","Narino","CO","Colombia",NA,NA,NA,12,NA
"CO52207","Consaca","CO52","Narino","CO","Colombia",NA,NA,NA,4,1
"CO52210","Contadero","CO52","Narino","CO","Colombia",NA,NA,NA,1,NA
"CO52224","Cuaspud Carlosama","CO52","Narino","CO","Colombia",NA,NA,NA,2,NA
"CO52227","Cumbal","CO52","Narino","CO","Colombia",NA,NA,NA,5,2
"CO52240","Chachagui","CO52","Narino","CO","Colombia",NA,NA,NA,3,NA
"CO52258","El Tablon de Gomez","CO52","Narino","CO","Colombia",NA,NA,NA,14,1
"CO52317","Guachucal","CO52","Narino","CO","Colombia",NA,NA,NA,1,NA
"CO52323","Gualmatan","CO52","Narino","CO","Colombia",NA,NA,NA,1,1
"CO52352","Iles","CO52","Narino","CO","Colombia",NA,NA,NA,3,NA
"CO52354","Imues","CO52","Narino","CO","Colombia",NA,NA,NA,6,NA
"CO52378","La Cruz","CO52","Narino","CO","Colombia",NA,NA,NA,31,1
"CO52381","La Florida","CO52","Narino","CO","Colombia",NA,NA,NA,6,NA
"CO52405","Leiva","CO52","Narino","CO","Colombia",NA,NA,NA,6,NA
"CO52411","Linares","CO52","Narino","CO","Colombia",NA,NA,NA,1,1
"CO52506","Ospina","CO52","Narino","CO","Colombia",NA,NA,NA,2,1
"CO52540","Policarpa","CO52","Narino","CO","Colombia",NA,NA,NA,5,NA
"CO52560","Potosi","CO52","Narino","CO","Colombia",NA,NA,NA,6,NA
"CO52573","Puerres","CO52","Narino","CO","Colombia",NA,NA,NA,9,1
"CO52612","Ricaurte","CO52","Narino","CO","Colombia",NA,NA,NA,1,NA
"CO52621","Roberto Payan","CO52","Narino","CO","Colombia",NA,NA,NA,3,1
"CO52678","Samaniego","CO52","Narino","CO","Colombia",NA,NA,NA,4,NA
"CO52683","Sandona","CO52","Narino","CO","Colombia",NA,NA,NA,7,1
"CO52685","San Bernardo","CO52","Narino","CO","Colombia",NA,NA,NA,10,1
"CO52687","San Lorenzo","CO52","Narino","CO","Colombia",NA,NA,NA,3,NA
"CO52693","San Pablo","CO52","Narino","CO","Colombia",NA,NA,NA,12,1
"CO52694","San Pedro de Cartago","CO52","Narino","CO","Colombia",NA,NA,NA,6,1
"CO52696","Santa Barbara","CO52","Narino","CO","Colombia",NA,NA,NA,1,NA
"CO52786","Taminango","CO52","Narino","CO","Colombia",NA,NA,NA,11,NA
"CO54003","Abrego","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,2,NA
"CO54099","Bochalema","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,4,NA
"CO54128","Cachira","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,2,1
"CO54172","Chinacota","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,17,4
"CO54206","Convencion","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,5,1
"CO54245","El Carmen","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,5,NA
"CO54261","El Zulia","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,2,1
"CO54385","La Esperanza","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,2,NA
"CO54418","Lourdes","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,1,NA
"CO54553","Puerto Santander","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,4,2
"CO54599","Ragonvalia","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,1,NA
"CO54670","San Calixto","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,7,1
"CO54800","Teorama","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,8,NA
"CO54820","Toledo","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,3,1
"CO63111","Buenavista","CO63","Quindio","CO","Colombia",NA,NA,NA,2,1
"CO63302","Genova","CO63","Quindio","CO","Colombia",NA,NA,NA,5,1
"CO66045","Apia","CO66","Risaralda","CO","Colombia",NA,NA,NA,2,1
"CO66075","Balboa","CO66","Risaralda","CO","Colombia",NA,NA,NA,2,2
"CO66318","Guatica","CO66","Risaralda","CO","Colombia",NA,NA,NA,1,2
"CO66383","La Celia","CO66","Risaralda","CO","Colombia",NA,NA,NA,2,1
"CO66400","La Virginia","CO66","Risaralda","CO","Colombia",NA,NA,NA,4,1
"CO66440","Marsella","CO66","Risaralda","CO","Colombia",NA,NA,NA,15,2
"CO66572","Pueblo Rico","CO66","Risaralda","CO","Colombia",NA,NA,NA,7,1
"CO66682","Santa Rosa de Cabal","CO66","Risaralda","CO","Colombia",NA,NA,NA,33,3
"CO66687","Santuario","CO66","Risaralda","CO","Colombia",NA,NA,NA,2,1
"CO68013","Aguada","CO68","Santander","CO","Colombia",NA,NA,NA,1,NA
"CO68020","Albania","CO68","Santander","CO","Colombia",NA,NA,NA,3,1
"CO68051","Aratoca","CO68","Santander","CO","Colombia",NA,NA,NA,21,2
"CO68079","Barichara","CO68","Santander","CO","Colombia",NA,NA,NA,5,1
"CO68092","Betulia","CO68","Santander","CO","Colombia",NA,NA,NA,4,1
"CO68101","Bolivar","CO68","Santander","CO","Colombia",NA,NA,NA,21,2
"CO68121","Cabrera","CO68","Santander","CO","Colombia",NA,NA,NA,7,1
"CO68132","California","CO68","Santander","CO","Colombia",NA,NA,NA,3,1
"CO68147","Capitanejo","CO68","Santander","CO","Colombia",NA,NA,NA,9,1
"CO68152","Carcasi","CO68","Santander","CO","Colombia",NA,NA,NA,32,1
"CO68162","Cerrito","CO68","Santander","CO","Colombia",NA,NA,NA,9,1
"CO68167","Charala","CO68","Santander","CO","Colombia",NA,NA,NA,14,1
"CO68169","Charta","CO68","Santander","CO","Colombia",NA,NA,NA,14,1
"CO68179","Chipata","CO68","Santander","CO","Colombia",NA,NA,NA,3,1
"CO68207","Concepcion","CO68","Santander","CO","Colombia",NA,NA,NA,23,1
"CO68209","Confines","CO68","Santander","CO","Colombia",NA,NA,NA,1,1
"CO68211","Contratacion","CO68","Santander","CO","Colombia",NA,NA,NA,5,1
"CO68217","Coromoro","CO68","Santander","CO","Colombia",NA,NA,NA,3,1
"CO68229","Curiti","CO68","Santander","CO","Colombia",NA,NA,NA,18,2
"CO68235","El Carmen de Chucuri","CO68","Santander","CO","Colombia",NA,NA,NA,27,2
"CO68250","El Penon","CO68","Santander","CO","Colombia",NA,NA,NA,6,NA
"CO68255","El Playon","CO68","Santander","CO","Colombia",NA,NA,NA,2,1
"CO68264","Encino","CO68","Santander","CO","Colombia",NA,NA,NA,11,1
"CO68266","Enciso","CO68","Santander","CO","Colombia",NA,NA,NA,2,1
"CO68271","Florian","CO68","Santander","CO","Colombia",NA,NA,NA,24,1
"CO68296","Galan","CO68","Santander","CO","Colombia",NA,NA,NA,3,1
"CO68298","Gambita","CO68","Santander","CO","Colombia",NA,NA,NA,3,1
"CO68318","Guaca","CO68","Santander","CO","Colombia",NA,NA,NA,31,2
"CO68320","Guadalupe","CO68","Santander","CO","Colombia",NA,NA,NA,21,1
"CO68322","Guapota","CO68","Santander","CO","Colombia",NA,NA,NA,2,NA
"CO68327","Guepsa","CO68","Santander","CO","Colombia",NA,NA,NA,5,1
"CO68344","Hato","CO68","Santander","CO","Colombia",NA,NA,NA,11,1
"CO68368","Jesus Maria","CO68","Santander","CO","Colombia",NA,NA,NA,5,1
"CO68370","Jordan","CO68","Santander","CO","Colombia",NA,NA,NA,1,1
"CO68377","La Belleza","CO68","Santander","CO","Colombia",NA,NA,NA,29,1
"CO68385","Landazuri","CO68","Santander","CO","Colombia",NA,NA,NA,21,2
"CO68397","La Paz","CO68","Santander","CO","Colombia",NA,NA,NA,2,1
"CO68406","Lebrija","CO68","Santander","CO","Colombia",NA,NA,NA,2,1
"CO68418","Los Santos","CO68","Santander","CO","Colombia",NA,NA,NA,2,1
"CO68425","Macaravita","CO68","Santander","CO","Colombia",NA,NA,NA,14,1
"CO68444","Matanza","CO68","Santander","CO","Colombia",NA,NA,NA,2,1
"CO68468","Molagavita","CO68","Santander","CO","Colombia",NA,NA,NA,15,2
"CO68498","Ocamonte","CO68","Santander","CO","Colombia",NA,NA,NA,1,NA
"CO68500","Oiba","CO68","Santander","CO","Colombia",NA,NA,NA,14,1
"CO68502","Onzaga","CO68","Santander","CO","Colombia",NA,NA,NA,1,NA
"CO68522","Palmar","CO68","Santander","CO","Colombia",NA,NA,NA,3,2
"CO68524","Palmas del Socorro","CO68","Santander","CO","Colombia",NA,NA,NA,1,1
"CO68533","Paramo","CO68","Santander","CO","Colombia",NA,NA,NA,1,1
"CO68549","Pinchote","CO68","Santander","CO","Colombia",NA,NA,NA,2,NA
"CO68573","Puerto Parra","CO68","Santander","CO","Colombia",NA,NA,NA,3,NA
"CO68575","Puerto Wilches","CO68","Santander","CO","Colombia",NA,NA,NA,4,1
"CO68615","Rionegro","CO68","Santander","CO","Colombia",NA,NA,NA,2,NA
"CO68655","Sabana de Torres","CO68","Santander","CO","Colombia",NA,NA,NA,3,1
"CO68673","San Benito","CO68","Santander","CO","Colombia",NA,NA,NA,1,1
"CO68684","San Jose de Miranda","CO68","Santander","CO","Colombia",NA,NA,NA,6,1
"CO68686","San Miguel","CO68","Santander","CO","Colombia",NA,NA,NA,14,1
"CO68689","San Vicente de Chucuri","CO68","Santander","CO","Colombia",NA,NA,NA,29,5
"CO68705","Santa Barbara","CO68","Santander","CO","Colombia",NA,NA,NA,13,1
"CO68745","Simacota","CO68","Santander","CO","Colombia",NA,NA,NA,3,3
"CO68770","Suaita","CO68","Santander","CO","Colombia",NA,NA,NA,3,2
"CO68773","Sucre","CO68","Santander","CO","Colombia",NA,NA,NA,32,3
"CO68780","Surata","CO68","Santander","CO","Colombia",NA,NA,NA,3,2
"CO68855","Valle de San Jose","CO68","Santander","CO","Colombia",NA,NA,NA,12,1
"CO68867","Vetas","CO68","Santander","CO","Colombia",NA,NA,NA,1,1
"CO68895","Zapatoca","CO68","Santander","CO","Colombia",NA,NA,NA,31,1
"CO70110","Buenavista","CO70","Sucre","CO","Colombia",NA,NA,NA,1,NA
"CO70204","Coloso","CO70","Sucre","CO","Colombia",NA,NA,NA,2,NA
"CO70221","Covenas","CO70","Sucre","CO","Colombia",NA,NA,NA,2,1
"CO70429","Majagual","CO70","Sucre","CO","Colombia",NA,NA,NA,2,1
"CO70702","San Juan de Betulia","CO70","Sucre","CO","Colombia",NA,NA,NA,1,NA
"CO70713","San Onofre","CO70","Sucre","CO","Colombia",NA,NA,NA,3,1
"CO70717","San Pedro","CO70","Sucre","CO","Colombia",NA,NA,NA,2,1
"CO73024","Alpujarra","CO73","Tolima","CO","Colombia",NA,NA,NA,5,NA
"CO73124","Cajamarca","CO73","Tolima","CO","Colombia",NA,NA,NA,3,NA
"CO73152","Casabianca","CO73","Tolima","CO","Colombia",NA,NA,NA,6,NA
"CO73200","Coello","CO73","Tolima","CO","Colombia",NA,NA,NA,4,1
"CO73217","Coyaima","CO73","Tolima","CO","Colombia",NA,NA,NA,13,NA
"CO73226","Cunday","CO73","Tolima","CO","Colombia",NA,NA,NA,15,4
"CO73236","Dolores","CO73","Tolima","CO","Colombia",NA,NA,NA,5,1
"CO73270","Falan","CO73","Tolima","CO","Colombia",NA,NA,NA,12,2
"CO73283","Fresno","CO73","Tolima","CO","Colombia",NA,NA,NA,4,1
"CO73347","Herveo","CO73","Tolima","CO","Colombia",NA,NA,NA,5,NA
"CO73349","Honda","CO73","Tolima","CO","Colombia",NA,NA,NA,7,1
"CO73352","Icononzo","CO73","Tolima","CO","Colombia",NA,NA,NA,17,2
"CO73483","Natagaima","CO73","Tolima","CO","Colombia",NA,NA,NA,8,1
"CO73504","Ortega","CO73","Tolima","CO","Colombia",NA,NA,NA,11,1
"CO73520","Palocabildo","CO73","Tolima","CO","Colombia",NA,NA,NA,3,1
"CO73555","Planadas","CO73","Tolima","CO","Colombia",NA,NA,NA,9,1
"CO73563","Prado","CO73","Tolima","CO","Colombia",NA,NA,NA,3,1
"CO73585","Purificacion","CO73","Tolima","CO","Colombia",NA,NA,NA,8,1
"CO73616","Rioblanco","CO73","Tolima","CO","Colombia",NA,NA,NA,16,NA
"CO73622","Roncesvalles","CO73","Tolima","CO","Colombia",NA,NA,NA,1,NA
"CO73624","Rovira","CO73","Tolima","CO","Colombia",NA,NA,NA,9,1
"CO73671","Saldana","CO73","Tolima","CO","Colombia",NA,NA,NA,4,NA
"CO73675","San Antonio","CO73","Tolima","CO","Colombia",NA,NA,NA,10,1
"CO73678","San Luis","CO73","Tolima","CO","Colombia",NA,NA,NA,8,1
"CO73686","Santa Isabel","CO73","Tolima","CO","Colombia",NA,NA,NA,5,NA
"CO73770","Suarez","CO73","Tolima","CO","Colombia",NA,NA,NA,2,NA
"CO73854","Valle de San Juan","CO73","Tolima","CO","Colombia",NA,NA,NA,5,1
"CO73861","Venadillo","CO73","Tolima","CO","Colombia",NA,NA,NA,6,NA
"CO73870","Villahermosa","CO73","Tolima","CO","Colombia",NA,NA,NA,5,1
"CO73873","Villarrica","CO73","Tolima","CO","Colombia",NA,NA,NA,6,1
"CO76020","Alcala","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,2,1
"CO76036","Andalucia","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,2,1
"CO76113","Bugalagrande","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,1,2
"CO76122","Caicedonia","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,5,1
"CO76130","Candelaria","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,12,5
"CO76318","Guacari","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,1,1
"CO76377","La Cumbre","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,1,2
"CO76563","Pradera","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,1,1
"CO76670","San Pedro","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,2,1
"CO76736","Sevilla","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,13,1
"CO76863","Versalles","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,2,NA
"CO76890","Yotoco","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,4,1
"CO81065","Arauquita","CO81","Arauca","CO","Colombia",NA,NA,NA,19,1
"CO81220","Cravo Norte","CO81","Arauca","CO","Colombia",NA,NA,NA,2,1
"CO81300","Fortul","CO81","Arauca","CO","Colombia",NA,NA,NA,1,NA
"CO81591","Puerto Rondon","CO81","Arauca","CO","Colombia",NA,NA,NA,1,NA
"CO85010","Aguazul","CO85","Casanare","CO","Colombia",NA,NA,NA,4,1
"CO85015","Chameza","CO85","Casanare","CO","Colombia",NA,NA,NA,3,NA
"CO85125","Hato Corozal","CO85","Casanare","CO","Colombia",NA,NA,NA,2,NA
"CO85139","Mani","CO85","Casanare","CO","Colombia",NA,NA,NA,3,1
"CO85225","Nunchia","CO85","Casanare","CO","Colombia",NA,NA,NA,1,NA
"CO85230","Orocue","CO85","Casanare","CO","Colombia",NA,NA,NA,4,1
"CO85250","Paz de Ariporo","CO85","Casanare","CO","Colombia",NA,NA,NA,2,2
"CO85279","Recetor","CO85","Casanare","CO","Colombia",NA,NA,NA,1,NA
"CO85300","Sabanalarga","CO85","Casanare","CO","Colombia",NA,NA,NA,3,NA
"CO85315","Sacama","CO85","Casanare","CO","Colombia",NA,NA,NA,1,NA
"CO85325","San Luis de Palenque","CO85","Casanare","CO","Colombia",NA,NA,NA,3,NA
"CO85400","Tamara","CO85","Casanare","CO","Colombia",NA,NA,NA,3,NA
"CO86320","Orito","CO86","Putumayo","CO","Colombia",NA,NA,NA,58,NA
"CO86569","Puerto Caicedo","CO86","Putumayo","CO","Colombia",NA,NA,NA,5,1
"CO86573","Puerto Leguizamo","CO86","Putumayo","CO","Colombia",NA,NA,NA,24,2
"CO86755","San Francisco","CO86","Putumayo","CO","Colombia",NA,NA,NA,4,NA
"CO86757","San Miguel","CO86","Putumayo","CO","Colombia",NA,NA,NA,4,1
"CO86760","Santiago","CO86","Putumayo","CO","Colombia",NA,NA,NA,4,NA
"CO86865","Valle del Guamuez","CO86","Putumayo","CO","Colombia",NA,NA,NA,31,1
"CO86885","Villagarzon","CO86","Putumayo","CO","Colombia",NA,NA,NA,13,1
"CO88564","Providencia","CO88","Archipielago de San Andres, Providencia y Santa Catalina","CO","Colombia",NA,NA,NA,2,1
"CO91407","La Pedrera","CO91","Amazonas","CO","Colombia",NA,NA,NA,2,1
"CO91540","Puerto Narino","CO91","Amazonas","CO","Colombia",NA,NA,NA,1,1
"CO94001","Inirida","CO94","Guainia","CO","Colombia",NA,NA,NA,9,1
"CO94343","Barrancominas","CO94","Guainia","CO","Colombia",NA,NA,NA,1,NA
"CO95015","Calamar","CO95","Guaviare","CO","Colombia",NA,NA,NA,11,1
"CO95025","El Retorno","CO95","Guaviare","CO","Colombia",NA,NA,NA,10,3
"CO95200","Miraflores","CO95","Guaviare","CO","Colombia",NA,NA,NA,3,NA
"CO97777","Papunahua","CO97","Vaupes","CO","Colombia",NA,NA,NA,1,NA
"CO99001","Puerto Carreno","CO99","Vichada","CO","Colombia",NA,NA,NA,5,1
"CO05004","Abriaqui","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05091","Betania","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05190","Cisneros","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05282","Fredonia","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05475","Murindo","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05576","Pueblorrico","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05585","Puerto Nare","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05591","Puerto Triunfo","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05628","Sabanalarga","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05667","San Rafael","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05809","Titiribi","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,2
"CO15248","El Espino","CO15","Boyaca","CO","Colombia",NA,NA,NA,NA,1
"CO15401","La Victoria","CO15","Boyaca","CO","Colombia",NA,NA,NA,NA,1
"CO17042","Anserma","CO17","Caldas","CO","Colombia",NA,NA,NA,NA,1
"CO17442","Marmato","CO17","Caldas","CO","Colombia",NA,NA,NA,NA,1
"CO20570","Pueblo Bello","CO20","Cesar","CO","Colombia",NA,NA,NA,NA,1
"CO23162","Cerete","CO23","Cordoba","CO","Colombia",NA,NA,NA,NA,2
"CO23300","Cotorra","CO23","Cordoba","CO","Colombia",NA,NA,NA,NA,1
"CO23419","Los Cordobas","CO23","Cordoba","CO","Colombia",NA,NA,NA,NA,1
"CO23672","San Antero","CO23","Cordoba","CO","Colombia",NA,NA,NA,NA,1
"CO23815","Tuchin","CO23","Cordoba","CO","Colombia",NA,NA,NA,NA,1
"CO25297","Gacheta","CO25","Cundinamarca","CO","Colombia",NA,NA,NA,NA,1
"CO41132","Campoalegre","CO41","Huila","CO","Colombia",NA,NA,NA,NA,1
"CO41797","Tesalia","CO41","Huila","CO","Colombia",NA,NA,NA,NA,1
"CO47170","Chivolo","CO47","Magdalena","CO","Colombia",NA,NA,NA,NA,1
"CO47268","El Reten","CO47","Magdalena","CO","Colombia",NA,NA,NA,NA,1
"CO47555","Plato","CO47","Magdalena","CO","Colombia",NA,NA,NA,NA,1
"CO50150","Castilla la Nueva","CO50","Meta","CO","Colombia",NA,NA,NA,NA,2
"CO50226","Cumaral","CO50","Meta","CO","Colombia",NA,NA,NA,NA,2
"CO50689","San Martin","CO50","Meta","CO","Colombia",NA,NA,NA,NA,1
"CO52022","Aldana","CO52","Narino","CO","Colombia",NA,NA,NA,NA,2
"CO52250","El Charco","CO52","Narino","CO","Colombia",NA,NA,NA,NA,1
"CO52480","Narino","CO52","Narino","CO","Colombia",NA,NA,NA,NA,1
"CO54174","Chitaga","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,NA,1
"CO54398","La Playa","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,NA,1
"CO54660","Salazar","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,NA,1
"CO68176","Chima","CO68","Santander","CO","Colombia",NA,NA,NA,NA,1
"CO73275","Flandes","CO73","Tolima","CO","Colombia",NA,NA,NA,NA,1
"CO76054","Argelia","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO76100","Bolivar","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO76126","Calima","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO76243","El Aguila","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO76403","La Victoria","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO76497","Obando","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO85162","Monterrey","CO85","Casanare","CO","Colombia",NA,NA,NA,NA,1
"CO86219","Colon","CO86","Putumayo","CO","Colombia",NA,NA,NA,NA,1
"CO91669","Puerto Santander","CO91","Amazonas","CO","Colombia",NA,NA,NA,NA,2
